"","study_area","subsite","plot","year","SiteSubsitePlotYear","SiteSubsitePlot","lat","long","elevation","ecosystem","exstart","soil_moisture","treatment","mean.doy","year_index"
"771","Atqasuk","Dry Heath","ADC01",2013,"Atqasuk : Dry Heath : ADC01 : 2013","Atqasuk : Dry Heath : ADC01",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"772","Atqasuk","Dry Heath","ADC02",2013,"Atqasuk : Dry Heath : ADC02 : 2013","Atqasuk : Dry Heath : ADC02",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"773","Atqasuk","Dry Heath","ADC03",2013,"Atqasuk : Dry Heath : ADC03 : 2013","Atqasuk : Dry Heath : ADC03",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"774","Atqasuk","Dry Heath","ADC04",2013,"Atqasuk : Dry Heath : ADC04 : 2013","Atqasuk : Dry Heath : ADC04",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"775","Atqasuk","Dry Heath","ADC05",2013,"Atqasuk : Dry Heath : ADC05 : 2013","Atqasuk : Dry Heath : ADC05",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"776","Atqasuk","Dry Heath","ADC06",2013,"Atqasuk : Dry Heath : ADC06 : 2013","Atqasuk : Dry Heath : ADC06",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"777","Atqasuk","Dry Heath","ADC07",2013,"Atqasuk : Dry Heath : ADC07 : 2013","Atqasuk : Dry Heath : ADC07",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"778","Atqasuk","Dry Heath","ADC08",2013,"Atqasuk : Dry Heath : ADC08 : 2013","Atqasuk : Dry Heath : ADC08",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"779","Atqasuk","Dry Heath","ADC09",2013,"Atqasuk : Dry Heath : ADC09 : 2013","Atqasuk : Dry Heath : ADC09",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"780","Atqasuk","Dry Heath","ADC10",2013,"Atqasuk : Dry Heath : ADC10 : 2013","Atqasuk : Dry Heath : ADC10",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"781","Atqasuk","Dry Heath","ADC11",2013,"Atqasuk : Dry Heath : ADC11 : 2013","Atqasuk : Dry Heath : ADC11",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"782","Atqasuk","Dry Heath","ADC12",2013,"Atqasuk : Dry Heath : ADC12 : 2013","Atqasuk : Dry Heath : ADC12",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"783","Atqasuk","Dry Heath","ADC13",2013,"Atqasuk : Dry Heath : ADC13 : 2013","Atqasuk : Dry Heath : ADC13",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"784","Atqasuk","Dry Heath","ADC14",2013,"Atqasuk : Dry Heath : ADC14 : 2013","Atqasuk : Dry Heath : ADC14",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"785","Atqasuk","Dry Heath","ADC15",2013,"Atqasuk : Dry Heath : ADC15 : 2013","Atqasuk : Dry Heath : ADC15",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162.666666666667,"20"
"786","Atqasuk","Dry Heath","ADC16",2013,"Atqasuk : Dry Heath : ADC16 : 2013","Atqasuk : Dry Heath : ADC16",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"787","Atqasuk","Dry Heath","ADC17",2013,"Atqasuk : Dry Heath : ADC17 : 2013","Atqasuk : Dry Heath : ADC17",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"788","Atqasuk","Dry Heath","ADC18",2013,"Atqasuk : Dry Heath : ADC18 : 2013","Atqasuk : Dry Heath : ADC18",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"20"
"789","Atqasuk","Dry Heath","ADE01",2013,"Atqasuk : Dry Heath : ADE01 : 2013","Atqasuk : Dry Heath : ADE01",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"790","Atqasuk","Dry Heath","ADE02",2013,"Atqasuk : Dry Heath : ADE02 : 2013","Atqasuk : Dry Heath : ADE02",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"791","Atqasuk","Dry Heath","ADE03",2013,"Atqasuk : Dry Heath : ADE03 : 2013","Atqasuk : Dry Heath : ADE03",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"792","Atqasuk","Dry Heath","ADE04",2013,"Atqasuk : Dry Heath : ADE04 : 2013","Atqasuk : Dry Heath : ADE04",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"793","Atqasuk","Dry Heath","ADE05",2013,"Atqasuk : Dry Heath : ADE05 : 2013","Atqasuk : Dry Heath : ADE05",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"794","Atqasuk","Dry Heath","ADE06",2013,"Atqasuk : Dry Heath : ADE06 : 2013","Atqasuk : Dry Heath : ADE06",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"795","Atqasuk","Dry Heath","ADE07",2013,"Atqasuk : Dry Heath : ADE07 : 2013","Atqasuk : Dry Heath : ADE07",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"796","Atqasuk","Dry Heath","ADE08",2013,"Atqasuk : Dry Heath : ADE08 : 2013","Atqasuk : Dry Heath : ADE08",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"797","Atqasuk","Dry Heath","ADE09",2013,"Atqasuk : Dry Heath : ADE09 : 2013","Atqasuk : Dry Heath : ADE09",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"798","Atqasuk","Dry Heath","ADE10",2013,"Atqasuk : Dry Heath : ADE10 : 2013","Atqasuk : Dry Heath : ADE10",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"799","Atqasuk","Dry Heath","ADE11",2013,"Atqasuk : Dry Heath : ADE11 : 2013","Atqasuk : Dry Heath : ADE11",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"800","Atqasuk","Dry Heath","ADE12",2013,"Atqasuk : Dry Heath : ADE12 : 2013","Atqasuk : Dry Heath : ADE12",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"801","Atqasuk","Dry Heath","ADE13",2013,"Atqasuk : Dry Heath : ADE13 : 2013","Atqasuk : Dry Heath : ADE13",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"802","Atqasuk","Dry Heath","ADE14",2013,"Atqasuk : Dry Heath : ADE14 : 2013","Atqasuk : Dry Heath : ADE14",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"803","Atqasuk","Dry Heath","ADE15",2013,"Atqasuk : Dry Heath : ADE15 : 2013","Atqasuk : Dry Heath : ADE15",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"804","Atqasuk","Dry Heath","ADE16",2013,"Atqasuk : Dry Heath : ADE16 : 2013","Atqasuk : Dry Heath : ADE16",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"805","Atqasuk","Dry Heath","ADE17",2013,"Atqasuk : Dry Heath : ADE17 : 2013","Atqasuk : Dry Heath : ADE17",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"806","Atqasuk","Dry Heath","ADE18",2013,"Atqasuk : Dry Heath : ADE18 : 2013","Atqasuk : Dry Heath : ADE18",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"807","Atqasuk","Dry Heath","ADE19",2013,"Atqasuk : Dry Heath : ADE19 : 2013","Atqasuk : Dry Heath : ADE19",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"808","Atqasuk","Dry Heath","ADE20",2013,"Atqasuk : Dry Heath : ADE20 : 2013","Atqasuk : Dry Heath : ADE20",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"20"
"809","Atqasuk","Dry Heath","ADC19",2013,"Atqasuk : Dry Heath : ADC19 : 2013","Atqasuk : Dry Heath : ADC19",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163,"20"
"810","Atqasuk","Dry Heath","ADC20",2013,"Atqasuk : Dry Heath : ADC20 : 2013","Atqasuk : Dry Heath : ADC20",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163,"20"
"811","Atqasuk","Dry Heath","ADC21",2013,"Atqasuk : Dry Heath : ADC21 : 2013","Atqasuk : Dry Heath : ADC21",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163,"20"
"812","Atqasuk","Dry Heath","ADC22",2013,"Atqasuk : Dry Heath : ADC22 : 2013","Atqasuk : Dry Heath : ADC22",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163,"20"
"813","Atqasuk","Dry Heath","ADC23",2013,"Atqasuk : Dry Heath : ADC23 : 2013","Atqasuk : Dry Heath : ADC23",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163,"20"
"814","Atqasuk","Dry Heath","ADC24",2013,"Atqasuk : Dry Heath : ADC24 : 2013","Atqasuk : Dry Heath : ADC24",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",169,"20"
"815","Atqasuk","Dry Heath","ADE21",2013,"Atqasuk : Dry Heath : ADE21 : 2013","Atqasuk : Dry Heath : ADE21",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"20"
"816","Atqasuk","Dry Heath","ADE22",2013,"Atqasuk : Dry Heath : ADE22 : 2013","Atqasuk : Dry Heath : ADE22",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"20"
"817","Atqasuk","Dry Heath","ADE23",2013,"Atqasuk : Dry Heath : ADE23 : 2013","Atqasuk : Dry Heath : ADE23",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"20"
"818","Atqasuk","Dry Heath","ADE24",2013,"Atqasuk : Dry Heath : ADE24 : 2013","Atqasuk : Dry Heath : ADE24",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"20"
"819","Atqasuk","Wet Meadow","AWC01",2013,"Atqasuk : Wet Meadow : AWC01 : 2013","Atqasuk : Wet Meadow : AWC01",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",165.333333333333,"20"
"820","Atqasuk","Wet Meadow","AWC24",2013,"Atqasuk : Wet Meadow : AWC24 : 2013","Atqasuk : Wet Meadow : AWC24",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",166.5,"20"
"821","Atqasuk","Wet Meadow","AWE05",2013,"Atqasuk : Wet Meadow : AWE05 : 2013","Atqasuk : Wet Meadow : AWE05",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",166.5,"20"
"822","Atqasuk","Wet Meadow","AWE18",2013,"Atqasuk : Wet Meadow : AWE18 : 2013","Atqasuk : Wet Meadow : AWE18",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",166.5,"20"
"823","Atqasuk","Wet Meadow","AWE20",2013,"Atqasuk : Wet Meadow : AWE20 : 2013","Atqasuk : Wet Meadow : AWE20",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",166.5,"20"
"824","Atqasuk","Wet Meadow","AWC02",2013,"Atqasuk : Wet Meadow : AWC02 : 2013","Atqasuk : Wet Meadow : AWC02",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",167,"20"
"825","Atqasuk","Wet Meadow","AWC03",2013,"Atqasuk : Wet Meadow : AWC03 : 2013","Atqasuk : Wet Meadow : AWC03",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",167,"20"
"826","Atqasuk","Wet Meadow","AWC04",2013,"Atqasuk : Wet Meadow : AWC04 : 2013","Atqasuk : Wet Meadow : AWC04",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",167,"20"
"827","Atqasuk","Wet Meadow","AWC10",2013,"Atqasuk : Wet Meadow : AWC10 : 2013","Atqasuk : Wet Meadow : AWC10",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",167,"20"
"828","Atqasuk","Wet Meadow","AWC18",2013,"Atqasuk : Wet Meadow : AWC18 : 2013","Atqasuk : Wet Meadow : AWC18",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",164,"20"
"829","Atqasuk","Wet Meadow","AWC23",2013,"Atqasuk : Wet Meadow : AWC23 : 2013","Atqasuk : Wet Meadow : AWC23",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",167,"20"
"830","Atqasuk","Wet Meadow","AWE09",2013,"Atqasuk : Wet Meadow : AWE09 : 2013","Atqasuk : Wet Meadow : AWE09",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",164,"20"
"831","Atqasuk","Wet Meadow","AWE10",2013,"Atqasuk : Wet Meadow : AWE10 : 2013","Atqasuk : Wet Meadow : AWE10",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",167,"20"
"832","Atqasuk","Wet Meadow","AWE11",2013,"Atqasuk : Wet Meadow : AWE11 : 2013","Atqasuk : Wet Meadow : AWE11",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",167,"20"
"833","Atqasuk","Wet Meadow","AWE21",2013,"Atqasuk : Wet Meadow : AWE21 : 2013","Atqasuk : Wet Meadow : AWE21",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",167,"20"
"834","Atqasuk","Wet Meadow","AWC05",2013,"Atqasuk : Wet Meadow : AWC05 : 2013","Atqasuk : Wet Meadow : AWC05",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"835","Atqasuk","Wet Meadow","AWC06",2013,"Atqasuk : Wet Meadow : AWC06 : 2013","Atqasuk : Wet Meadow : AWC06",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"836","Atqasuk","Wet Meadow","AWC07",2013,"Atqasuk : Wet Meadow : AWC07 : 2013","Atqasuk : Wet Meadow : AWC07",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"837","Atqasuk","Wet Meadow","AWC08",2013,"Atqasuk : Wet Meadow : AWC08 : 2013","Atqasuk : Wet Meadow : AWC08",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"838","Atqasuk","Wet Meadow","AWC09",2013,"Atqasuk : Wet Meadow : AWC09 : 2013","Atqasuk : Wet Meadow : AWC09",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"839","Atqasuk","Wet Meadow","AWC11",2013,"Atqasuk : Wet Meadow : AWC11 : 2013","Atqasuk : Wet Meadow : AWC11",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"840","Atqasuk","Wet Meadow","AWC12",2013,"Atqasuk : Wet Meadow : AWC12 : 2013","Atqasuk : Wet Meadow : AWC12",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"841","Atqasuk","Wet Meadow","AWC13",2013,"Atqasuk : Wet Meadow : AWC13 : 2013","Atqasuk : Wet Meadow : AWC13",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"842","Atqasuk","Wet Meadow","AWC14",2013,"Atqasuk : Wet Meadow : AWC14 : 2013","Atqasuk : Wet Meadow : AWC14",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"843","Atqasuk","Wet Meadow","AWC15",2013,"Atqasuk : Wet Meadow : AWC15 : 2013","Atqasuk : Wet Meadow : AWC15",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"844","Atqasuk","Wet Meadow","AWC16",2013,"Atqasuk : Wet Meadow : AWC16 : 2013","Atqasuk : Wet Meadow : AWC16",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"845","Atqasuk","Wet Meadow","AWC17",2013,"Atqasuk : Wet Meadow : AWC17 : 2013","Atqasuk : Wet Meadow : AWC17",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"846","Atqasuk","Wet Meadow","AWC19",2013,"Atqasuk : Wet Meadow : AWC19 : 2013","Atqasuk : Wet Meadow : AWC19",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"847","Atqasuk","Wet Meadow","AWC20",2013,"Atqasuk : Wet Meadow : AWC20 : 2013","Atqasuk : Wet Meadow : AWC20",70.45,-157.4,18,"Low arctic",1996,"wet","CTL",170,"20"
"848","Atqasuk","Wet Meadow","AWE01",2013,"Atqasuk : Wet Meadow : AWE01 : 2013","Atqasuk : Wet Meadow : AWE01",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"849","Atqasuk","Wet Meadow","AWE02",2013,"Atqasuk : Wet Meadow : AWE02 : 2013","Atqasuk : Wet Meadow : AWE02",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"850","Atqasuk","Wet Meadow","AWE03",2013,"Atqasuk : Wet Meadow : AWE03 : 2013","Atqasuk : Wet Meadow : AWE03",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"851","Atqasuk","Wet Meadow","AWE04",2013,"Atqasuk : Wet Meadow : AWE04 : 2013","Atqasuk : Wet Meadow : AWE04",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"852","Atqasuk","Wet Meadow","AWE06",2013,"Atqasuk : Wet Meadow : AWE06 : 2013","Atqasuk : Wet Meadow : AWE06",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"853","Atqasuk","Wet Meadow","AWE07",2013,"Atqasuk : Wet Meadow : AWE07 : 2013","Atqasuk : Wet Meadow : AWE07",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"854","Atqasuk","Wet Meadow","AWE08",2013,"Atqasuk : Wet Meadow : AWE08 : 2013","Atqasuk : Wet Meadow : AWE08",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"855","Atqasuk","Wet Meadow","AWE12",2013,"Atqasuk : Wet Meadow : AWE12 : 2013","Atqasuk : Wet Meadow : AWE12",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"856","Atqasuk","Wet Meadow","AWE13",2013,"Atqasuk : Wet Meadow : AWE13 : 2013","Atqasuk : Wet Meadow : AWE13",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"857","Atqasuk","Wet Meadow","AWE14",2013,"Atqasuk : Wet Meadow : AWE14 : 2013","Atqasuk : Wet Meadow : AWE14",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"858","Atqasuk","Wet Meadow","AWE15",2013,"Atqasuk : Wet Meadow : AWE15 : 2013","Atqasuk : Wet Meadow : AWE15",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"859","Atqasuk","Wet Meadow","AWE16",2013,"Atqasuk : Wet Meadow : AWE16 : 2013","Atqasuk : Wet Meadow : AWE16",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"860","Atqasuk","Wet Meadow","AWE19",2013,"Atqasuk : Wet Meadow : AWE19 : 2013","Atqasuk : Wet Meadow : AWE19",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"861","Atqasuk","Wet Meadow","AWE22",2013,"Atqasuk : Wet Meadow : AWE22 : 2013","Atqasuk : Wet Meadow : AWE22",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"862","Atqasuk","Wet Meadow","AWE23",2013,"Atqasuk : Wet Meadow : AWE23 : 2013","Atqasuk : Wet Meadow : AWE23",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"863","Atqasuk","Wet Meadow","AWE24",2013,"Atqasuk : Wet Meadow : AWE24 : 2013","Atqasuk : Wet Meadow : AWE24",70.45,-157.4,18,"Low arctic",1996,"wet","OTC",170,"20"
"864","Atqasuk","Dry Heath","ADC01",2014,"Atqasuk : Dry Heath : ADC01 : 2014","Atqasuk : Dry Heath : ADC01",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161.8,"21"
"865","Atqasuk","Dry Heath","ADC02",2014,"Atqasuk : Dry Heath : ADC02 : 2014","Atqasuk : Dry Heath : ADC02",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161.8,"21"
"866","Atqasuk","Dry Heath","ADC03",2014,"Atqasuk : Dry Heath : ADC03 : 2014","Atqasuk : Dry Heath : ADC03",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163,"21"
"867","Atqasuk","Dry Heath","ADC04",2014,"Atqasuk : Dry Heath : ADC04 : 2014","Atqasuk : Dry Heath : ADC04",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161.5,"21"
"868","Atqasuk","Dry Heath","ADC05",2014,"Atqasuk : Dry Heath : ADC05 : 2014","Atqasuk : Dry Heath : ADC05",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"869","Atqasuk","Dry Heath","ADC06",2014,"Atqasuk : Dry Heath : ADC06 : 2014","Atqasuk : Dry Heath : ADC06",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161.5,"21"
"870","Atqasuk","Dry Heath","ADC07",2014,"Atqasuk : Dry Heath : ADC07 : 2014","Atqasuk : Dry Heath : ADC07",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"871","Atqasuk","Dry Heath","ADC08",2014,"Atqasuk : Dry Heath : ADC08 : 2014","Atqasuk : Dry Heath : ADC08",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161.5,"21"
"872","Atqasuk","Dry Heath","ADC09",2014,"Atqasuk : Dry Heath : ADC09 : 2014","Atqasuk : Dry Heath : ADC09",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161,"21"
"873","Atqasuk","Dry Heath","ADC10",2014,"Atqasuk : Dry Heath : ADC10 : 2014","Atqasuk : Dry Heath : ADC10",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163,"21"
"874","Atqasuk","Dry Heath","ADC11",2014,"Atqasuk : Dry Heath : ADC11 : 2014","Atqasuk : Dry Heath : ADC11",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"875","Atqasuk","Dry Heath","ADC12",2014,"Atqasuk : Dry Heath : ADC12 : 2014","Atqasuk : Dry Heath : ADC12",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"876","Atqasuk","Dry Heath","ADC13",2014,"Atqasuk : Dry Heath : ADC13 : 2014","Atqasuk : Dry Heath : ADC13",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161,"21"
"877","Atqasuk","Dry Heath","ADC14",2014,"Atqasuk : Dry Heath : ADC14 : 2014","Atqasuk : Dry Heath : ADC14",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162.5,"21"
"878","Atqasuk","Dry Heath","ADC15",2014,"Atqasuk : Dry Heath : ADC15 : 2014","Atqasuk : Dry Heath : ADC15",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161.5,"21"
"879","Atqasuk","Dry Heath","ADC16",2014,"Atqasuk : Dry Heath : ADC16 : 2014","Atqasuk : Dry Heath : ADC16",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"880","Atqasuk","Dry Heath","ADC17",2014,"Atqasuk : Dry Heath : ADC17 : 2014","Atqasuk : Dry Heath : ADC17",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"881","Atqasuk","Dry Heath","ADC18",2014,"Atqasuk : Dry Heath : ADC18 : 2014","Atqasuk : Dry Heath : ADC18",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"882","Atqasuk","Dry Heath","ADC19",2014,"Atqasuk : Dry Heath : ADC19 : 2014","Atqasuk : Dry Heath : ADC19",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"883","Atqasuk","Dry Heath","ADC20",2014,"Atqasuk : Dry Heath : ADC20 : 2014","Atqasuk : Dry Heath : ADC20",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"884","Atqasuk","Dry Heath","ADC21",2014,"Atqasuk : Dry Heath : ADC21 : 2014","Atqasuk : Dry Heath : ADC21",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"885","Atqasuk","Dry Heath","ADC22",2014,"Atqasuk : Dry Heath : ADC22 : 2014","Atqasuk : Dry Heath : ADC22",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",162,"21"
"886","Atqasuk","Dry Heath","ADC23",2014,"Atqasuk : Dry Heath : ADC23 : 2014","Atqasuk : Dry Heath : ADC23",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",161.5,"21"
"887","Atqasuk","Dry Heath","ADC24",2014,"Atqasuk : Dry Heath : ADC24 : 2014","Atqasuk : Dry Heath : ADC24",70.45,-157.4,22,"Low arctic",1996,"dry","CTL",163.5,"21"
"888","Atqasuk","Dry Heath","ADE01",2014,"Atqasuk : Dry Heath : ADE01 : 2014","Atqasuk : Dry Heath : ADE01",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"21"
"889","Atqasuk","Dry Heath","ADE02",2014,"Atqasuk : Dry Heath : ADE02 : 2014","Atqasuk : Dry Heath : ADE02",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"21"
"890","Atqasuk","Dry Heath","ADE03",2014,"Atqasuk : Dry Heath : ADE03 : 2014","Atqasuk : Dry Heath : ADE03",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"21"
"891","Atqasuk","Dry Heath","ADE04",2014,"Atqasuk : Dry Heath : ADE04 : 2014","Atqasuk : Dry Heath : ADE04",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",161.5,"21"
"892","Atqasuk","Dry Heath","ADE05",2014,"Atqasuk : Dry Heath : ADE05 : 2014","Atqasuk : Dry Heath : ADE05",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",161,"21"
"893","Atqasuk","Dry Heath","ADE06",2014,"Atqasuk : Dry Heath : ADE06 : 2014","Atqasuk : Dry Heath : ADE06",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",161.5,"21"
"894","Atqasuk","Dry Heath","ADE07",2014,"Atqasuk : Dry Heath : ADE07 : 2014","Atqasuk : Dry Heath : ADE07",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",166.25,"21"
"895","Atqasuk","Dry Heath","ADE08",2014,"Atqasuk : Dry Heath : ADE08 : 2014","Atqasuk : Dry Heath : ADE08",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",163,"21"
"896","Atqasuk","Dry Heath","ADE09",2014,"Atqasuk : Dry Heath : ADE09 : 2014","Atqasuk : Dry Heath : ADE09",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",161.5,"21"
"897","Atqasuk","Dry Heath","ADE10",2014,"Atqasuk : Dry Heath : ADE10 : 2014","Atqasuk : Dry Heath : ADE10",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",161.5,"21"
"898","Atqasuk","Dry Heath","ADE11",2014,"Atqasuk : Dry Heath : ADE11 : 2014","Atqasuk : Dry Heath : ADE11",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"21"
"899","Atqasuk","Dry Heath","ADE12",2014,"Atqasuk : Dry Heath : ADE12 : 2014","Atqasuk : Dry Heath : ADE12",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",162,"21"
"900","Atqasuk","Dry Heath","ADE13",2014,"Atqasuk : Dry Heath : ADE13 : 2014","Atqasuk : Dry Heath : ADE13",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",161.5,"21"
"901","Atqasuk","Dry Heath","ADE14",2014,"Atqasuk : Dry Heath : ADE14 : 2014","Atqasuk : Dry Heath : ADE14",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",166.333333333333,"21"
"902","Atqasuk","Dry Heath","ADE15",2014,"Atqasuk : Dry Heath : ADE15 : 2014","Atqasuk : Dry Heath : ADE15",70.45,-157.4,22,"Low arctic",1996,"dry","OTC",161.5,"21"
