"","cell_ID","latitude","longitude","long","lat","biomass","gridcell"
"1965",78138,69.832220121,-145.120289926,-145,69.5,361.357696533203,"_69.5_-145"
"1966",144771,69.371870121,-144.896681926,-144.5,69,188.592620849609,"_69_-144.5"
"1967",97689,69.698300121,-143.722739926,-143.5,69.5,325.055023193359,"_69.5_-143.5"
"1968",121950,69.530900121,-143.395313926,-143,69.5,422.369689941406,"_69.5_-143"
"1969",83066,69.798740121,-144.449465926,-144,69.5,228.824935913086,"_69.5_-144"
"1970",65889,69.915920121,-146.230343926,-146,69.5,308.38720703125,"_69.5_-146"
"1971",103528,69.656450121,-145.447715926,-145,69.5,252.583770751953,"_69.5_-145"
"1972",68368,69.899180121,-145.775141926,-145.5,69.5,390.138122558594,"_69.5_-145.5"
"1973",89196,69.756890121,-143.850515926,-143.5,69.5,376.165069580078,"_69.5_-143.5"
"1974",97504,69.698300121,-145.200149926,-145,69.5,196.496109008789,"_69.5_-145"
"1975",69815,69.890810121,-143.890445926,-143.5,69.5,318.159057617188,"_69.5_-143.5"
"1976",47788,70.041470121,-145.719239926,-145.5,70,107.721412658691,"_70_-145.5"
"1977",84100,69.790370121,-145.862987926,-145.5,69.5,281.283294677734,"_69.5_-145.5"
"1978",92992,69.731780121,-142.548797926,-142.5,69.5,157.083511352539,"_69.5_-142.5"
"1979",84149,69.790370121,-145.471673926,-145,69.5,343.8076171875,"_69.5_-145"
"1980",63869,69.932660121,-143.019971926,-143,69.5,249.937164306641,"_69.5_-143"
"1981",67241,69.907550121,-145.104317926,-145,69.5,288.010772705078,"_69.5_-145"
"1982",45355,70.058210121,-145.807085926,-145.5,70,106.061279296875,"_70_-145.5"
"1983",119406,69.547640121,-144.369605926,-144,69.5,337.880645751953,"_69.5_-144"
"1984",90268,69.748520121,-144.960569926,-144.5,69.5,355.896850585938,"_69.5_-144.5"
"1985",93017,69.731780121,-142.349147926,-142,69.5,293.846343994141,"_69.5_-142"
"1986",68496,69.899180121,-144.752933926,-144.5,69.5,313.658782958984,"_69.5_-144.5"
"1987",128014,69.489050121,-143.323439926,-143,69,565.394470214844,"_69_-143"
"1988",82132,69.807110121,-142.237343926,-142,69.5,130.750717163086,"_69.5_-142"
"1989",52900,70.007990121,-143.578991926,-143.5,70,215.429504394531,"_70_-143.5"
"1990",113668,69.589490121,-141.838043926,-141.5,69.5,410.104278564453,"_69.5_-141.5"
